Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2018-01-14,1286.68994140625,1369.969970703125,1267.4200439453125,1350.6500244140625,1350.6500244140625,246099,WETH-USD
2018-01-15,1352.3399658203125,1372.9300537109375,1199.0899658203125,1224.6500244140625,1224.6500244140625,398460,WETH-USD
2018-01-16,1221.5799560546875,1237.31005859375,810.2410278320312,1057.25,1057.25,147291,WETH-USD
2018-01-17,1043.1099853515625,1155.4200439453125,693.197998046875,1019.6699829101562,1019.6699829101562,56673,WETH-USD
2018-01-18,1022.030029296875,1195.489990234375,628.1729736328125,984.60400390625,984.60400390625,303756,WETH-USD
2018-01-19,988.6279907226562,1117.530029296875,929.7360229492188,977.7960205078125,977.7960205078125,120835,WETH-USD
2018-01-20,978.4459838867188,1204.3699951171875,978.4459838867188,1129.6500244140625,1129.6500244140625,169067,WETH-USD
2018-01-21,1129.2099609375,1137.6800537109375,979.2269897460938,1056.510009765625,1056.510009765625,38999,WETH-USD
2018-01-22,1040.3299560546875,1222.8299560546875,932.2979736328125,960.0479736328125,960.0479736328125,91666,WETH-USD
2018-01-23,962.4450073242188,1016.6799926757812,711.0969848632812,1004.510009765625,1004.510009765625,211073,WETH-USD
2018-01-24,1007.739990234375,1175.280029296875,950.3679809570312,1013.1500244140625,1013.1500244140625,159377,WETH-USD
2018-01-25,1025.9100341796875,1117.43994140625,948.3790283203125,1014.989990234375,1014.989990234375,91392,WETH-USD
2018-01-26,1013.969970703125,1522.5999755859375,707.0250244140625,1050.8900146484375,1050.8900146484375,108738,WETH-USD
2018-01-27,1051.52001953125,1149.4100341796875,296.95001220703125,1132.3499755859375,1132.3499755859375,247646,WETH-USD
2018-01-28,1134.27001953125,2041.469970703125,1092.510009765625,1231.81005859375,1231.81005859375,215143,WETH-USD
2018-01-29,1235.9300537109375,1288.56005859375,1138.27001953125,1172.8800048828125,1172.8800048828125,181377,WETH-USD
2018-01-30,1171.6700439453125,1265.9000244140625,968.4760131835938,1028.8900146484375,1028.8900146484375,139547,WETH-USD
2018-01-31,1026.4100341796875,1476.5,989.7769775390625,1104.9599609375,1104.9599609375,77753,WETH-USD
2018-02-01,1119.219970703125,2360.419921875,963.4390258789062,1062.72998046875,1062.72998046875,127656,WETH-USD
2018-02-02,1010.530029296875,1249.1199951171875,365.8169860839844,917.8289794921875,917.8289794921875,128044,WETH-USD
2018-02-03,910.6259765625,2056.909912109375,453.6600036621094,918.9400024414062,918.9400024414062,40744,WETH-USD
